id,county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
12095,Napa,34.0,2.0,1,0,2020-04-15T00:00:00
12096,Plumas,4.0,0.0,1,0,2020-04-15T00:00:00
12097,Orange,1377.0,22.0,15,1,2020-04-15T00:00:00
12098,Tulare,289.0,15.0,61,2,2020-04-15T00:00:00
12099,Sierra,0.0,0.0,0,0,2020-04-15T00:00:00
12100,Calaveras,9.0,0.0,4,0,2020-04-15T00:00:00
12101,Tehama,1.0,1.0,0,1,2020-04-15T00:00:00
12102,San Luis Obispo,112.0,1.0,3,0,2020-04-15T00:00:00
12103,Lake,4.0,0.0,1,0,2020-04-15T00:00:00
12104,Kings,12.0,1.0,0,1,2020-04-15T00:00:00
12105,San Diego,2014.0,67.0,82,0,2020-04-15T00:00:00
12106,Santa Clara,1692.0,66.0,131,0,2020-04-15T00:00:00
12107,Kern,500.0,3.0,47,0,2020-04-15T00:00:00
12108,Stanislaus,174.0,4.0,38,0,2020-04-15T00:00:00
12109,Glenn,3.0,0.0,0,0,2020-04-15T00:00:00
12110,Santa Cruz,92.0,1.0,8,0,2020-04-15T00:00:00
12111,Ventura,365.0,13.0,37,3,2020-04-15T00:00:00
12112,Mariposa,0.0,0.0,0,0,2020-04-15T00:00:00
12113,Humboldt,47.0,0.0,3,0,2020-04-15T00:00:00
12114,Alameda,915.0,37.0,72,0,2020-04-15T00:00:00
12115,Sutter,19.0,2.0,0,0,2020-04-15T00:00:00
12116,Lassen,0.0,0.0,0,0,2020-04-15T00:00:00
12117,Mendocino,4.0,0.0,0,0,2020-04-15T00:00:00
12118,Santa Barbara,317.0,2.0,25,0,2020-04-15T00:00:00
12119,Inyo,12.0,0.0,0,0,2020-04-15T00:00:00
12120,Modoc,0.0,0.0,0,0,2020-04-15T00:00:00
12121,Trinity,0.0,0.0,0,0,2020-04-14T00:00:00
12122,Tulare,228.0,13.0,42,0,2020-04-14T00:00:00
12123,Los Angeles,9948.0,360.0,581,40,2020-04-14T00:00:00
12124,San Luis Obispo,109.0,1.0,2,0,2020-04-14T00:00:00
12125,San Joaquin,280.0,17.0,21,0,2020-04-14T00:00:00
12126,Alameda,843.0,37.0,22,6,2020-04-14T00:00:00
12127,Santa Cruz,84.0,1.0,2,0,2020-04-14T00:00:00
12128,Sutter,19.0,2.0,1,0,2020-04-14T00:00:00
12129,Orange,1362.0,21.0,49,0,2020-04-14T00:00:00
12130,Humboldt,44.0,0.0,0,0,2020-04-14T00:00:00
12131,Imperial,86.0,3.0,3,0,2020-04-14T00:00:00
12132,Madera,29.0,2.0,0,0,2020-04-14T00:00:00
12133,Plumas,3.0,0.0,0,0,2020-04-14T00:00:00
12134,Napa,33.0,2.0,3,0,2020-04-14T00:00:00
12135,Solano,140.0,2.0,3,0,2020-04-14T00:00:00
12136,Santa Barbara,292.0,2.0,21,0,2020-04-14T00:00:00
12137,Out Of Country,0.0,0.0,0,0,2020-04-14T00:00:00
12138,Kings,12.0,0.0,2,0,2020-04-14T00:00:00
12139,Placer,117.0,7.0,1,0,2020-04-14T00:00:00
12140,Yolo,81.0,4.0,0,2,2020-04-14T00:00:00
12141,Sonoma,133.0,2.0,0,0,2020-04-14T00:00:00
12142,Lassen,0.0,0.0,0,0,2020-04-14T00:00:00
12143,San Francisco,968.0,15.0,9,0,2020-04-14T00:00:00
12144,Sacramento,737.0,28.0,13,1,2020-04-14T00:00:00
12145,Monterey,98.0,3.0,9,0,2020-04-14T00:00:00
12146,Calaveras,5.0,0.0,0,0,2020-04-14T00:00:00
12147,Shasta,24.0,3.0,0,0,2020-04-14T00:00:00
12148,Riverside,1467.0,54.0,7,4,2020-04-14T00:00:00
12149,Tehama,1.0,0.0,0,0,2020-04-14T00:00:00
12150,Glenn,3.0,0.0,0,0,2020-04-14T00:00:00
12151,Tuolumne,0.0,0.0,0,0,2020-04-14T00:00:00
12152,Siskiyou,5.0,0.0,0,0,2020-04-14T00:00:00
12153,Yuba,14.0,1.0,1,0,2020-04-14T00:00:00
12154,Nevada,34.0,1.0,10,0,2020-04-14T00:00:00
12155,Merced,61.0,3.0,1,0,2020-04-14T00:00:00
12156,El Dorado,30.0,0.0,0,0,2020-04-14T00:00:00
12157,Butte,13.0,0.0,0,0,2020-04-14T00:00:00
12158,Del Norte,2.0,0.0,0,0,2020-04-14T00:00:00
12159,Santa Clara,1561.0,66.0,19,6,2020-04-14T00:00:00
12160,Stanislaus,136.0,4.0,4,2,2020-04-14T00:00:00
12161,Inyo,12.0,0.0,0,0,2020-04-14T00:00:00
12162,Alpine,1.0,0.0,0,0,2020-04-14T00:00:00
12163,San Diego,1932.0,67.0,83,1,2020-04-14T00:00:00
12164,Marin,147.0,10.0,3,0,2020-04-14T00:00:00
12165,Unassigned,2.0,0.0,0,0,2020-04-14T00:00:00
12166,San Mateo,681.0,25.0,2,0,2020-04-14T00:00:00
12167,Mariposa,0.0,0.0,0,0,2020-04-14T00:00:00
12168,Lake,3.0,0.0,0,0,2020-04-14T00:00:00
12169,Kern,453.0,3.0,74,0,2020-04-14T00:00:00
12170,Sierra,0.0,0.0,0,0,2020-04-14T00:00:00
12171,Mendocino,4.0,0.0,0,0,2020-04-14T00:00:00
12172,Fresno,244.0,5.0,35,0,2020-04-14T00:00:00
12173,Modoc,0.0,0.0,0,0,2020-04-14T00:00:00
12174,Colusa,3.0,0.0,0,0,2020-04-14T00:00:00
12175,San Benito,34.0,2.0,1,0,2020-04-14T00:00:00
12176,Amador,6.0,0.0,0,0,2020-04-14T00:00:00
12177,Mono,22.0,1.0,1,0,2020-04-14T00:00:00
12178,Ventura,328.0,10.0,17,1,2020-04-14T00:00:00
12179,Contra Costa,617.0,13.0,36,0,2020-04-14T00:00:00
12180,San Bernardino,933.0,31.0,8,0,2020-04-14T00:00:00
12181,Lassen,0.0,0.0,0,0,2020-04-13T00:00:00
12182,Glenn,3.0,0.0,0,0,2020-04-13T00:00:00
12183,Monterey,89.0,3.0,4,0,2020-04-13T00:00:00
12184,Inyo,12.0,0.0,0,0,2020-04-13T00:00:00
12185,San Diego,1849.0,66.0,43,11,2020-04-13T00:00:00
12186,San Benito,33.0,2.0,0,0,2020-04-13T00:00:00
12187,El Dorado,30.0,0.0,2,0,2020-04-13T00:00:00
12188,Sacramento,724.0,27.0,35,2,2020-04-13T00:00:00
12189,Sonoma,133.0,2.0,2,0,2020-04-13T00:00:00
12190,Riverside,1460.0,50.0,130,11,2020-04-13T00:00:00
12191,Stanislaus,132.0,2.0,15,1,2020-04-13T00:00:00
12192,Kern,379.0,3.0,60,0,2020-04-13T00:00:00
12193,Marin,144.0,10.0,6,0,2020-04-13T00:00:00
12194,Imperial,83.0,3.0,5,0,2020-04-13T00:00:00
12195,Modoc,0.0,0.0,0,0,2020-04-13T00:00:00
12196,Mono,21.0,1.0,1,0,2020-04-13T00:00:00
12197,Santa Clara,1542.0,60.0,81,7,2020-04-13T00:00:00
12198,San Joaquin,259.0,17.0,13,2,2020-04-13T00:00:00
12199,Trinity,0.0,0.0,0,0,2020-04-13T00:00:00
12200,Contra Costa,581.0,13.0,28,1,2020-04-13T00:00:00
12201,Alameda,821.0,31.0,47,5,2020-04-13T00:00:00
12202,Napa,30.0,2.0,1,0,2020-04-13T00:00:00
12203,Yolo,81.0,2.0,14,0,2020-04-13T00:00:00
12204,San Francisco,959.0,15.0,73,3,2020-04-13T00:00:00
12205,Placer,116.0,7.0,2,0,2020-04-13T00:00:00
12206,Out Of Country,0.0,0.0,0,0,2020-04-13T00:00:00
12207,Plumas,3.0,0.0,0,0,2020-04-13T00:00:00
12208,Colusa,3.0,0.0,0,0,2020-04-13T00:00:00
12209,Fresno,209.0,5.0,4,1,2020-04-13T00:00:00
12210,Sutter,18.0,2.0,0,0,2020-04-13T00:00:00
12211,San Bernardino,925.0,31.0,98,1,2020-04-13T00:00:00
12212,Orange,1313.0,21.0,30,0,2020-04-13T00:00:00
12213,Santa Barbara,271.0,2.0,10,0,2020-04-13T00:00:00
12214,Los Angeles,9367.0,320.0,234,24,2020-04-13T00:00:00
12215,Ventura,311.0,9.0,5,0,2020-04-13T00:00:00
12216,Tulare,186.0,13.0,20,2,2020-04-13T00:00:00
12217,Tehama,1.0,0.0,0,0,2020-04-13T00:00:00
12218,San Mateo,679.0,25.0,15,0,2020-04-13T00:00:00
12219,Sierra,0.0,0.0,0,0,2020-04-13T00:00:00
12220,Alpine,1.0,0.0,0,0,2020-04-13T00:00:00
12221,Mariposa,0.0,0.0,0,0,2020-04-13T00:00:00
12222,Mendocino,4.0,0.0,0,0,2020-04-13T00:00:00
12223,Del Norte,2.0,0.0,0,0,2020-04-13T00:00:00
12224,Nevada,24.0,1.0,0,0,2020-04-13T00:00:00
12225,Siskiyou,5.0,0.0,0,0,2020-04-13T00:00:00
12226,Butte,13.0,0.0,0,0,2020-04-13T00:00:00
12227,Tuolumne,0.0,0.0,0,0,2020-04-13T00:00:00
12228,Shasta,24.0,3.0,0,0,2020-04-13T00:00:00
12229,Merced,60.0,3.0,2,0,2020-04-13T00:00:00
12230,Calaveras,5.0,0.0,0,0,2020-04-13T00:00:00
12231,Yuba,13.0,1.0,0,0,2020-04-13T00:00:00
12232,Humboldt,44.0,0.0,1,0,2020-04-13T00:00:00
12233,Solano,137.0,2.0,1,0,2020-04-13T00:00:00
12234,San Luis Obispo,107.0,1.0,5,0,2020-04-13T00:00:00
12235,Santa Cruz,82.0,1.0,2,0,2020-04-13T00:00:00
12236,Unassigned,2.0,0.0,0,0,2020-04-13T00:00:00
12237,Lake,3.0,0.0,0,0,2020-04-13T00:00:00
12238,Madera,29.0,2.0,0,0,2020-04-13T00:00:00
12239,Amador,6.0,0.0,0,0,2020-04-13T00:00:00
12240,Kings,10.0,0.0,1,0,2020-04-13T00:00:00
12241,Tuolumne,0.0,0.0,0,0,2020-04-12T00:00:00
12242,Merced,58.0,3.0,-1,0,2020-04-12T00:00:00
12243,Nevada,24.0,1.0,0,0,2020-04-12T00:00:00
12244,Shasta,24.0,3.0,0,0,2020-04-12T00:00:00
12245,Marin,138.0,10.0,2,0,2020-04-12T00:00:00
12246,Amador,6.0,0.0,0,0,2020-04-12T00:00:00
12247,Sacramento,689.0,25.0,4,0,2020-04-12T00:00:00
12248,Kings,9.0,0.0,0,0,2020-04-12T00:00:00
12249,Calaveras,5.0,0.0,0,0,2020-04-12T00:00:00
12250,Tulare,166.0,11.0,-2,0,2020-04-12T00:00:00
12251,Mendocino,4.0,0.0,0,0,2020-04-12T00:00:00
12252,Yuba,13.0,1.0,0,0,2020-04-12T00:00:00
12253,Butte,13.0,0.0,0,0,2020-04-12T00:00:00
12254,Monterey,85.0,3.0,7,0,2020-04-12T00:00:00
12255,Santa Clara,1461.0,53.0,20,1,2020-04-12T00:00:00
12256,Tehama,1.0,0.0,0,0,2020-04-12T00:00:00
12257,Placer,114.0,7.0,1,0,2020-04-12T00:00:00
12258,Riverside,1330.0,39.0,70,1,2020-04-12T00:00:00
12259,Stanislaus,117.0,1.0,-2,0,2020-04-12T00:00:00
12260,Inyo,12.0,0.0,0,0,2020-04-12T00:00:00
12261,Lake,3.0,0.0,0,0,2020-04-12T00:00:00
12262,Del Norte,2.0,0.0,0,0,2020-04-12T00:00:00
12263,Sutter,18.0,2.0,0,0,2020-04-12T00:00:00
12264,San Francisco,886.0,12.0,26,0,2020-04-12T00:00:00
12265,Santa Cruz,80.0,1.0,1,0,2020-04-12T00:00:00
12266,Madera,29.0,2.0,0,0,2020-04-12T00:00:00
12267,Modoc,0.0,0.0,0,0,2020-04-12T00:00:00
12268,Colusa,3.0,0.0,0,0,2020-04-12T00:00:00
12269,Alameda,774.0,26.0,23,0,2020-04-12T00:00:00
12270,Mono,20.0,1.0,0,0,2020-04-12T00:00:00
12271,Kern,319.0,3.0,15,0,2020-04-12T00:00:00
12272,Sierra,0.0,0.0,0,0,2020-04-12T00:00:00
12273,Unassigned,2.0,0.0,0,0,2020-04-12T00:00:00
12274,Napa,29.0,2.0,0,0,2020-04-12T00:00:00
12275,Trinity,0.0,0.0,0,0,2020-04-12T00:00:00
12276,Contra Costa,553.0,12.0,3,0,2020-04-12T00:00:00
12277,Plumas,3.0,0.0,0,0,2020-04-12T00:00:00
12278,Santa Barbara,261.0,2.0,3,0,2020-04-12T00:00:00
12279,Lassen,0.0,0.0,0,0,2020-04-12T00:00:00
12280,San Benito,33.0,2.0,0,0,2020-04-12T00:00:00
12281,Yolo,67.0,2.0,0,0,2020-04-12T00:00:00
12282,Siskiyou,5.0,0.0,0,0,2020-04-12T00:00:00
12283,Glenn,3.0,0.0,0,0,2020-04-12T00:00:00
12284,Alpine,1.0,0.0,0,0,2020-04-12T00:00:00
12285,Ventura,306.0,9.0,2,0,2020-04-12T00:00:00
12286,San Mateo,664.0,25.0,2,0,2020-04-12T00:00:00
12287,San Luis Obispo,102.0,1.0,2,0,2020-04-12T00:00:00
12288,Humboldt,43.0,0.0,5,0,2020-04-12T00:00:00
12289,Imperial,78.0,3.0,0,0,2020-04-12T00:00:00
12290,Sonoma,131.0,2.0,0,0,2020-04-12T00:00:00
12291,Orange,1283.0,21.0,16,0,2020-04-12T00:00:00
12292,Solano,136.0,2.0,-2,0,2020-04-12T00:00:00
12293,San Diego,1806.0,55.0,43,1,2020-04-12T00:00:00
12294,Fresno,205.0,4.0,4,0,2020-04-12T00:00:00
12295,Los Angeles,9133.0,296.0,310,31,2020-04-12T00:00:00
12296,Mariposa,0.0,0.0,0,0,2020-04-12T00:00:00
12297,El Dorado,28.0,0.0,-1,0,2020-04-12T00:00:00
12298,San Joaquin,246.0,15.0,2,0,2020-04-12T00:00:00
12299,San Bernardino,827.0,30.0,1,2,2020-04-12T00:00:00
12300,Lassen,0.0,0.0,0,0,2020-04-11T00:00:00
12301,San Mateo,662.0,25.0,20,4,2020-04-11T00:00:00
12302,San Joaquin,244.0,15.0,10,1,2020-04-11T00:00:00
12303,Tulare,168.0,11.0,5,0,2020-04-11T00:00:00
12304,Mendocino,4.0,0.0,0,0,2020-04-11T00:00:00
12305,Alpine,1.0,0.0,0,0,2020-04-11T00:00:00
12306,Inyo,12.0,0.0,1,0,2020-04-11T00:00:00
12307,Tehama,1.0,0.0,0,0,2020-04-11T00:00:00
12308,Solano,138.0,2.0,9,0,2020-04-11T00:00:00
12309,Nevada,24.0,1.0,1,0,2020-04-11T00:00:00
12310,Sierra,0.0,0.0,0,0,2020-04-11T00:00:00
12311,Sutter,18.0,2.0,0,0,2020-04-11T00:00:00
12312,Modoc,0.0,0.0,0,0,2020-04-11T00:00:00
12313,Contra Costa,550.0,12.0,13,3,2020-04-11T00:00:00
12314,Marin,136.0,10.0,8,0,2020-04-11T00:00:00
12315,Mariposa,0.0,0.0,0,0,2020-04-11T00:00:00
12316,Colusa,3.0,0.0,0,0,2020-04-11T00:00:00
12317,Santa Barbara,258.0,2.0,4,0,2020-04-11T00:00:00
12318,Del Norte,2.0,0.0,0,0,2020-04-11T00:00:00
12319,El Dorado,29.0,0.0,3,0,2020-04-11T00:00:00
12320,Humboldt,38.0,0.0,2,0,2020-04-11T00:00:00
12321,Lake,3.0,0.0,0,0,2020-04-11T00:00:00
12322,Stanislaus,119.0,1.0,18,1,2020-04-11T00:00:00
12323,Siskiyou,5.0,0.0,0,0,2020-04-11T00:00:00
12324,Sonoma,131.0,2.0,2,0,2020-04-11T00:00:00
12325,Kings,9.0,0.0,2,0,2020-04-11T00:00:00
12326,San Bernardino,826.0,28.0,47,4,2020-04-11T00:00:00
12327,Kern,304.0,3.0,32,0,2020-04-11T00:00:00
12328,Santa Cruz,79.0,1.0,4,0,2020-04-11T00:00:00
12329,Amador,6.0,0.0,1,0,2020-04-11T00:00:00
12330,Ventura,304.0,9.0,14,0,2020-04-11T00:00:00
12331,Yuba,13.0,1.0,0,0,2020-04-11T00:00:00
12332,Sacramento,685.0,25.0,43,1,2020-04-11T00:00:00
12333,Merced,59.0,3.0,3,0,2020-04-11T00:00:00
12334,Shasta,24.0,3.0,0,0,2020-04-11T00:00:00
12335,Calaveras,5.0,0.0,0,0,2020-04-11T00:00:00
12336,Butte,13.0,0.0,0,0,2020-04-11T00:00:00
12337,Tuolumne,0.0,0.0,0,0,2020-04-11T00:00:00
12338,Placer,113.0,7.0,1,0,2020-04-11T00:00:00
12339,Riverside,1260.0,38.0,98,0,2020-04-11T00:00:00
12340,San Benito,33.0,2.0,1,0,2020-04-11T00:00:00
12341,Monterey,78.0,3.0,0,0,2020-04-11T00:00:00
12342,San Francisco,860.0,12.0,63,0,2020-04-11T00:00:00
12343,Madera,29.0,2.0,0,0,2020-04-11T00:00:00
12344,Alameda,751.0,26.0,45,0,2020-04-11T00:00:00
12345,Trinity,0.0,0.0,0,0,2020-04-11T00:00:00
12346,Unassigned,2.0,0.0,0,0,2020-04-11T00:00:00
12347,Napa,29.0,2.0,1,0,2020-04-11T00:00:00
12348,Plumas,3.0,0.0,0,0,2020-04-11T00:00:00
12349,Santa Clara,1441.0,52.0,90,0,2020-04-11T00:00:00
12350,Glenn,3.0,0.0,0,0,2020-04-11T00:00:00
12351,Yolo,67.0,2.0,5,0,2020-04-11T00:00:00
12352,Los Angeles,8823.0,265.0,439,24,2020-04-11T00:00:00
12353,San Luis Obispo,100.0,1.0,3,0,2020-04-11T00:00:00
12354,Orange,1267.0,21.0,100,4,2020-04-11T00:00:00
12355,Mono,20.0,1.0,0,0,2020-04-11T00:00:00
12356,Fresno,201.0,4.0,15,0,2020-04-11T00:00:00
12357,San Diego,1763.0,54.0,68,0,2020-04-11T00:00:00
12358,Imperial,78.0,3.0,8,0,2020-04-11T00:00:00
12359,Colusa,3.0,0.0,0,0,2020-04-10T00:00:00
12360,Sutter,18.0,2.0,1,0,2020-04-10T00:00:00
12361,Lassen,0.0,0.0,0,0,2020-04-10T00:00:00
12362,Imperial,70.0,3.0,3,1,2020-04-10T00:00:00
12363,Solano,129.0,2.0,11,0,2020-04-10T00:00:00
12364,El Dorado,26.0,0.0,1,0,2020-04-10T00:00:00
12365,Fresno,186.0,4.0,21,1,2020-04-10T00:00:00
12366,Merced,56.0,3.0,15,0,2020-04-10T00:00:00
12367,Modoc,0.0,0.0,0,0,2020-04-10T00:00:00
12368,San Joaquin,234.0,14.0,11,0,2020-04-10T00:00:00
12369,Yolo,62.0,2.0,3,-1,2020-04-10T00:00:00
12370,Trinity,0.0,0.0,0,0,2020-04-10T00:00:00
12371,Napa,28.0,2.0,1,0,2020-04-10T00:00:00
12372,Santa Clara,1351.0,52.0,50,3,2020-04-10T00:00:00
12373,San Francisco,797.0,12.0,49,4,2020-04-10T00:00:00
12374,Mono,20.0,1.0,1,0,2020-04-10T00:00:00
12375,Plumas,3.0,0.0,0,0,2020-04-10T00:00:00
12376,Los Angeles,8384.0,241.0,465,21,2020-04-10T00:00:00
12377,San Mateo,642.0,21.0,12,-2,2020-04-10T00:00:00
12378,Orange,1167.0,17.0,62,-2,2020-04-10T00:00:00
12379,Humboldt,36.0,0.0,0,0,2020-04-10T00:00:00
12380,Alpine,1.0,0.0,0,0,2020-04-10T00:00:00
12381,Tulare,163.0,11.0,16,2,2020-04-10T00:00:00
12382,Tehama,1.0,0.0,0,0,2020-04-10T00:00:00
12383,Sierra,0.0,0.0,0,0,2020-04-10T00:00:00
12384,Mariposa,0.0,0.0,0,0,2020-04-10T00:00:00
12385,Del Norte,2.0,0.0,0,0,2020-04-10T00:00:00
12386,Siskiyou,5.0,0.0,1,0,2020-04-10T00:00:00
12387,Santa Barbara,254.0,2.0,22,0,2020-04-10T00:00:00
12388,Shasta,24.0,3.0,2,0,2020-04-10T00:00:00
12389,Calaveras,5.0,0.0,0,0,2020-04-10T00:00:00
12390,Butte,13.0,0.0,1,0,2020-04-10T00:00:00
12391,Unassigned,2.0,0.0,-51,-2,2020-04-10T00:00:00
12392,San Luis Obispo,97.0,1.0,4,0,2020-04-10T00:00:00
12393,Riverside,1162.0,38.0,79,9,2020-04-10T00:00:00
12394,Amador,5.0,0.0,3,0,2020-04-10T00:00:00
12395,Lake,3.0,0.0,2,0,2020-04-10T00:00:00
12396,Tuolumne,0.0,0.0,0,0,2020-04-10T00:00:00
12397,Kings,7.0,0.0,2,0,2020-04-10T00:00:00
12398,Monterey,78.0,3.0,8,0,2020-04-10T00:00:00
12399,Contra Costa,537.0,9.0,32,2,2020-04-10T00:00:00
12400,San Diego,1695.0,54.0,65,14,2020-04-10T00:00:00
12401,San Benito,32.0,2.0,0,0,2020-04-10T00:00:00
12402,Ventura,290.0,9.0,17,0,2020-04-10T00:00:00
12403,Sacramento,642.0,24.0,41,3,2020-04-10T00:00:00
12404,Inyo,11.0,0.0,0,0,2020-04-10T00:00:00
12405,Stanislaus,101.0,0.0,8,0,2020-04-10T00:00:00
12406,Sonoma,129.0,2.0,16,1,2020-04-10T00:00:00
12407,Marin,128.0,10.0,2,3,2020-04-10T00:00:00
12408,Kern,272.0,3.0,31,1,2020-04-10T00:00:00
12409,Glenn,3.0,0.0,1,0,2020-04-10T00:00:00
12410,Santa Cruz,75.0,1.0,2,0,2020-04-10T00:00:00
12411,Yuba,13.0,1.0,0,1,2020-04-10T00:00:00
12412,San Bernardino,779.0,24.0,62,-3,2020-04-10T00:00:00
12413,Mendocino,4.0,0.0,0,0,2020-04-10T00:00:00
12414,Nevada,23.0,1.0,0,0,2020-04-10T00:00:00
12415,Alameda,706.0,26.0,65,9,2020-04-10T00:00:00
12416,Placer,112.0,7.0,5,3,2020-04-10T00:00:00
12417,Madera,29.0,2.0,1,0,2020-04-10T00:00:00
12418,Monterey,70.0,3.0,2,0,2020-04-09T00:00:00
12419,Kings,5.0,0.0,0,0,2020-04-09T00:00:00
12420,Riverside,1083.0,29.0,109,1,2020-04-09T00:00:00
12421,Placer,107.0,4.0,5,0,2020-04-09T00:00:00
12422,Fresno,165.0,3.0,14,0,2020-04-09T00:00:00
12423,San Bernardino,717.0,27.0,82,5,2020-04-09T00:00:00
12424,Santa Cruz,73.0,1.0,4,0,2020-04-09T00:00:00
12425,Madera,28.0,2.0,0,0,2020-04-09T00:00:00
12426,Lake,1.0,0.0,0,0,2020-04-09T00:00:00
12427,Amador,2.0,0.0,0,0,2020-04-09T00:00:00
12428,San Luis Obispo,93.0,1.0,3,0,2020-04-09T00:00:00
12429,Unassigned,53.0,2.0,-2,0,2020-04-09T00:00:00
12430,Butte,12.0,0.0,1,0,2020-04-09T00:00:00
12431,Shasta,22.0,3.0,4,0,2020-04-09T00:00:00
12432,Calaveras,5.0,0.0,0,0,2020-04-09T00:00:00
12433,Santa Barbara,232.0,2.0,11,0,2020-04-09T00:00:00
12434,El Dorado,25.0,0.0,0,0,2020-04-09T00:00:00
12435,Yuba,13.0,0.0,3,0,2020-04-09T00:00:00
12436,Solano,118.0,2.0,7,0,2020-04-09T00:00:00
12437,Imperial,67.0,2.0,8,0,2020-04-09T00:00:00
12438,Glenn,2.0,0.0,0,0,2020-04-09T00:00:00
12439,Inyo,11.0,0.0,0,0,2020-04-09T00:00:00
12440,Santa Clara,1301.0,49.0,44,2,2020-04-09T00:00:00
12441,Ventura,273.0,9.0,10,2,2020-04-09T00:00:00
12442,Del Norte,2.0,0.0,0,0,2020-04-09T00:00:00
12443,Mariposa,0.0,0.0,0,0,2020-04-09T00:00:00
12444,Sierra,0.0,0.0,0,0,2020-04-09T00:00:00
12445,Colusa,3.0,0.0,0,0,2020-04-09T00:00:00
12446,Nevada,23.0,1.0,2,0,2020-04-09T00:00:00
12447,Tehama,1.0,0.0,0,0,2020-04-09T00:00:00
12448,Tulare,147.0,9.0,2,3,2020-04-09T00:00:00
12449,Alpine,1.0,0.0,0,0,2020-04-09T00:00:00
12450,Mono,19.0,1.0,0,0,2020-04-09T00:00:00
12451,Siskiyou,4.0,0.0,0,0,2020-04-09T00:00:00
12452,Alameda,641.0,17.0,47,2,2020-04-09T00:00:00
12453,Orange,1105.0,19.0,71,0,2020-04-09T00:00:00
12454,Los Angeles,7919.0,220.0,414,24,2020-04-09T00:00:00
12455,San Mateo,630.0,23.0,22,1,2020-04-09T00:00:00
12456,Plumas,3.0,0.0,0,0,2020-04-09T00:00:00
12457,San Francisco,748.0,8.0,61,1,2020-04-09T00:00:00
12458,Sutter,17.0,2.0,0,0,2020-04-09T00:00:00
12459,Humboldt,36.0,0.0,-4,0,2020-04-09T00:00:00
12460,Napa,27.0,2.0,6,0,2020-04-09T00:00:00
12461,Tuolumne,0.0,0.0,0,0,2020-04-09T00:00:00
12462,Yolo,59.0,3.0,3,0,2020-04-09T00:00:00
12463,San Joaquin,223.0,14.0,12,2,2020-04-09T00:00:00
12464,Lassen,0.0,0.0,0,0,2020-04-09T00:00:00
12465,Merced,41.0,3.0,6,2,2020-04-09T00:00:00
12466,Modoc,0.0,0.0,0,0,2020-04-09T00:00:00
12467,Mendocino,4.0,0.0,0,0,2020-04-09T00:00:00
12468,Stanislaus,93.0,0.0,7,0,2020-04-09T00:00:00
12469,Trinity,0.0,0.0,0,0,2020-04-09T00:00:00
12470,Sonoma,113.0,1.0,6,0,2020-04-09T00:00:00
12471,Kern,241.0,2.0,43,0,2020-04-09T00:00:00
12472,Sacramento,601.0,21.0,36,0,2020-04-09T00:00:00
12473,Marin,126.0,7.0,1,0,2020-04-09T00:00:00
12474,San Benito,32.0,2.0,1,0,2020-04-09T00:00:00
12475,Contra Costa,505.0,7.0,24,0,2020-04-09T00:00:00
12476,San Diego,1630.0,40.0,98,4,2020-04-09T00:00:00
12477,Yolo,56.0,3.0,5,1,2020-04-08T00:00:00
12478,Riverside,974.0,28.0,69,3,2020-04-08T00:00:00
12479,Butte,11.0,0.0,0,0,2020-04-08T00:00:00
12480,Santa Barbara,221.0,2.0,12,0,2020-04-08T00:00:00
12481,Fresno,151.0,3.0,13,0,2020-04-08T00:00:00
12482,San Bernardino,635.0,22.0,81,4,2020-04-08T00:00:00
12483,Sonoma,107.0,1.0,5,0,2020-04-08T00:00:00
12484,El Dorado,25.0,0.0,3,0,2020-04-08T00:00:00
12485,Trinity,0.0,0.0,0,0,2020-04-08T00:00:00
12486,San Joaquin,211.0,12.0,13,0,2020-04-08T00:00:00
12487,Inyo,11.0,0.0,0,0,2020-04-08T00:00:00
12488,Napa,21.0,2.0,3,0,2020-04-08T00:00:00
12489,San Francisco,687.0,7.0,51,1,2020-04-08T00:00:00
12490,Plumas,3.0,0.0,0,0,2020-04-08T00:00:00
12491,Siskiyou,4.0,0.0,0,0,2020-04-08T00:00:00
12492,Los Angeles,7505.0,196.0,620,26,2020-04-08T00:00:00
12493,Orange,1034.0,19.0,63,0,2020-04-08T00:00:00
12494,Alpine,1.0,0.0,0,0,2020-04-08T00:00:00
12495,Tulare,145.0,6.0,1,1,2020-04-08T00:00:00
12496,Tehama,1.0,0.0,0,0,2020-04-08T00:00:00
12497,Sierra,0.0,0.0,0,0,2020-04-08T00:00:00
12498,Mariposa,0.0,0.0,0,0,2020-04-08T00:00:00
12499,Del Norte,2.0,0.0,0,0,2020-04-08T00:00:00
12500,San Diego,1532.0,36.0,76,5,2020-04-08T00:00:00
12501,Calaveras,5.0,0.0,0,0,2020-04-08T00:00:00
12502,Santa Clara,1257.0,47.0,64,1,2020-04-08T00:00:00
12503,Shasta,18.0,3.0,2,0,2020-04-08T00:00:00
12504,Tuolumne,0.0,0.0,-1,0,2020-04-08T00:00:00
12505,Mono,19.0,1.0,1,0,2020-04-08T00:00:00
12506,Unassigned,55.0,2.0,2,0,2020-04-08T00:00:00
12507,San Luis Obispo,90.0,1.0,3,0,2020-04-08T00:00:00
12508,Amador,2.0,0.0,0,0,2020-04-08T00:00:00
12509,Lake,1.0,0.0,0,0,2020-04-08T00:00:00
