id,county,totalcountconfirmed,totalcountdeaths,newcountconfirmed,newcountdeaths,date
12510,Monterey,68.0,3.0,5,1,2020-04-08T00:00:00
12511,Kings,5.0,0.0,0,0,2020-04-08T00:00:00
12512,San Benito,31.0,2.0,5,0,2020-04-08T00:00:00
12513,Sacramento,565.0,21.0,52,3,2020-04-08T00:00:00
12514,Contra Costa,481.0,7.0,10,0,2020-04-08T00:00:00
12515,Stanislaus,86.0,0.0,3,0,2020-04-08T00:00:00
12516,Mendocino,4.0,0.0,0,0,2020-04-08T00:00:00
12517,Kern,198.0,2.0,64,0,2020-04-08T00:00:00
12518,Marin,125.0,7.0,3,0,2020-04-08T00:00:00
12519,Santa Cruz,69.0,1.0,2,0,2020-04-08T00:00:00
12520,Yuba,10.0,0.0,0,0,2020-04-08T00:00:00
12521,Glenn,2.0,0.0,0,0,2020-04-08T00:00:00
12522,Alameda,594.0,15.0,34,1,2020-04-08T00:00:00
12523,Nevada,21.0,1.0,1,0,2020-04-08T00:00:00
12524,Lassen,0.0,0.0,0,0,2020-04-08T00:00:00
12525,Humboldt,40.0,0.0,0,0,2020-04-08T00:00:00
12526,Placer,102.0,4.0,8,1,2020-04-08T00:00:00
12527,Madera,28.0,2.0,0,0,2020-04-08T00:00:00
12528,Sutter,17.0,2.0,1,0,2020-04-08T00:00:00
12529,Colusa,3.0,0.0,1,0,2020-04-08T00:00:00
12530,Ventura,263.0,7.0,16,1,2020-04-08T00:00:00
12531,Solano,111.0,2.0,12,1,2020-04-08T00:00:00
12532,Imperial,59.0,2.0,6,0,2020-04-08T00:00:00
12533,Modoc,0.0,0.0,0,0,2020-04-08T00:00:00
12534,Merced,35.0,1.0,8,0,2020-04-08T00:00:00
12535,San Mateo,608.0,22.0,35,0,2020-04-08T00:00:00
12536,San Luis Obispo,87.0,1.0,2,0,2020-04-07T00:00:00
12537,Kern,134.0,2.0,17,0,2020-04-07T00:00:00
12538,Kings,5.0,0.0,2,0,2020-04-07T00:00:00
12539,Inyo,11.0,0.0,0,0,2020-04-07T00:00:00
12540,Calaveras,5.0,0.0,1,0,2020-04-07T00:00:00
12541,Orange,971.0,19.0,61,2,2020-04-07T00:00:00
12542,Mono,18.0,1.0,0,0,2020-04-07T00:00:00
12543,Sonoma,102.0,1.0,0,0,2020-04-07T00:00:00
12544,Riverside,905.0,25.0,51,8,2020-04-07T00:00:00
12545,Ventura,247.0,6.0,13,0,2020-04-07T00:00:00
12546,Merced,27.0,1.0,2,0,2020-04-07T00:00:00
12547,El Dorado,22.0,0.0,-1,0,2020-04-07T00:00:00
12548,San Francisco,636.0,6.0,50,0,2020-04-07T00:00:00
12549,Alpine,1.0,0.0,0,0,2020-04-07T00:00:00
12550,Unassigned,53.0,2.0,0,0,2020-04-07T00:00:00
12551,San Benito,26.0,2.0,1,1,2020-04-07T00:00:00
12552,Sacramento,513.0,18.0,65,3,2020-04-07T00:00:00
12553,Yuba,10.0,0.0,2,0,2020-04-07T00:00:00
12554,Contra Costa,471.0,7.0,24,0,2020-04-07T00:00:00
12555,Nevada,20.0,1.0,1,0,2020-04-07T00:00:00
12556,Marin,122.0,7.0,3,0,2020-04-07T00:00:00
12557,Monterey,63.0,2.0,1,0,2020-04-07T00:00:00
12558,Shasta,16.0,3.0,0,0,2020-04-07T00:00:00
12559,Del Norte,2.0,0.0,0,0,2020-04-07T00:00:00
12560,Los Angeles,6885.0,170.0,539,25,2020-04-07T00:00:00
12561,Butte,11.0,0.0,0,0,2020-04-07T00:00:00
12562,Solano,99.0,1.0,4,0,2020-04-07T00:00:00
12563,San Bernardino,554.0,18.0,4,5,2020-04-07T00:00:00
12564,Napa,18.0,2.0,0,0,2020-04-07T00:00:00
12565,Tulare,144.0,5.0,18,0,2020-04-07T00:00:00
12566,Mariposa,0.0,0.0,0,0,2020-04-07T00:00:00
12567,Stanislaus,83.0,0.0,11,0,2020-04-07T00:00:00
12568,Santa Cruz,67.0,1.0,2,0,2020-04-07T00:00:00
12569,Sutter,16.0,2.0,2,0,2020-04-07T00:00:00
12570,Placer,94.0,3.0,4,0,2020-04-07T00:00:00
12571,Lassen,0.0,0.0,0,0,2020-04-07T00:00:00
12572,Humboldt,40.0,0.0,3,0,2020-04-07T00:00:00
12573,San Diego,1456.0,31.0,50,12,2020-04-07T00:00:00
12574,Mendocino,4.0,0.0,0,0,2020-04-07T00:00:00
12575,Sierra,0.0,0.0,0,0,2020-04-07T00:00:00
12576,Tehama,1.0,0.0,0,0,2020-04-07T00:00:00
12577,Plumas,3.0,0.0,1,0,2020-04-07T00:00:00
12578,Fresno,138.0,3.0,16,2,2020-04-07T00:00:00
12579,Modoc,0.0,0.0,0,0,2020-04-07T00:00:00
12580,Tuolumne,1.0,0.0,0,0,2020-04-07T00:00:00
12581,Amador,2.0,0.0,0,0,2020-04-07T00:00:00
12582,Madera,28.0,2.0,-1,0,2020-04-07T00:00:00
12583,Colusa,2.0,0.0,1,0,2020-04-07T00:00:00
12584,Santa Barbara,209.0,2.0,20,0,2020-04-07T00:00:00
12585,Imperial,53.0,2.0,6,1,2020-04-07T00:00:00
12586,Santa Clara,1193.0,46.0,65,3,2020-04-07T00:00:00
12587,Siskiyou,4.0,0.0,0,0,2020-04-07T00:00:00
12588,San Joaquin,198.0,12.0,7,2,2020-04-07T00:00:00
12589,San Mateo,573.0,22.0,4,2,2020-04-07T00:00:00
12590,Yolo,51.0,2.0,8,1,2020-04-07T00:00:00
12591,Lake,1.0,0.0,0,0,2020-04-07T00:00:00
12592,Glenn,2.0,0.0,0,0,2020-04-07T00:00:00
12593,Trinity,0.0,0.0,0,0,2020-04-07T00:00:00
12594,Alameda,560.0,14.0,33,1,2020-04-07T00:00:00
12595,Sonoma,102.0,1.0,14,0,2020-04-06T00:00:00
12596,Marin,119.0,7.0,6,1,2020-04-06T00:00:00
12597,Madera,29.0,2.0,2,0,2020-04-06T00:00:00
12598,Nevada,19.0,1.0,0,0,2020-04-06T00:00:00
12599,Monterey,62.0,2.0,1,0,2020-04-06T00:00:00
12600,Riverside,854.0,17.0,185,0,2020-04-06T00:00:00
12601,Amador,2.0,0.0,0,0,2020-04-06T00:00:00
12602,Merced,25.0,1.0,9,1,2020-04-06T00:00:00
12603,Yolo,43.0,1.0,6,-1,2020-04-06T00:00:00
12604,Mono,18.0,1.0,0,0,2020-04-06T00:00:00
12605,Tuolumne,1.0,0.0,0,0,2020-04-06T00:00:00
12606,Shasta,16.0,3.0,5,1,2020-04-06T00:00:00
12607,Del Norte,2.0,0.0,1,0,2020-04-06T00:00:00
12608,Los Angeles,6346.0,145.0,454,15,2020-04-06T00:00:00
12609,Kern,117.0,2.0,8,0,2020-04-06T00:00:00
12610,Santa Clara,1128.0,43.0,76,1,2020-04-06T00:00:00
12611,Kings,3.0,0.0,-1,0,2020-04-06T00:00:00
12612,Butte,11.0,0.0,1,0,2020-04-06T00:00:00
12613,Solano,95.0,1.0,17,0,2020-04-06T00:00:00
12614,Modoc,0.0,0.0,0,0,2020-04-06T00:00:00
12615,Fresno,122.0,1.0,20,0,2020-04-06T00:00:00
12616,San Mateo,569.0,20.0,41,1,2020-04-06T00:00:00
12617,El Dorado,23.0,0.0,4,0,2020-04-06T00:00:00
12618,San Bernardino,550.0,13.0,175,0,2020-04-06T00:00:00
12619,Napa,18.0,2.0,3,0,2020-04-06T00:00:00
12620,Alameda,527.0,13.0,52,1,2020-04-06T00:00:00
12621,San Luis Obispo,85.0,1.0,2,0,2020-04-06T00:00:00
12622,Plumas,2.0,0.0,0,0,2020-04-06T00:00:00
12623,San Joaquin,191.0,10.0,12,0,2020-04-06T00:00:00
12624,Tehama,1.0,0.0,0,0,2020-04-06T00:00:00
12625,Tulare,126.0,5.0,45,1,2020-04-06T00:00:00
12626,Ventura,234.0,6.0,38,0,2020-04-06T00:00:00
12627,San Francisco,586.0,6.0,27,0,2020-04-06T00:00:00
12628,Sierra,0.0,0.0,0,0,2020-04-06T00:00:00
12629,Siskiyou,4.0,0.0,1,0,2020-04-06T00:00:00
12630,Alpine,1.0,0.0,0,0,2020-04-06T00:00:00
12631,Unassigned,53.0,2.0,1,1,2020-04-06T00:00:00
12632,Humboldt,37.0,0.0,8,0,2020-04-06T00:00:00
12633,San Benito,25.0,1.0,3,0,2020-04-06T00:00:00
12634,Placer,90.0,3.0,4,0,2020-04-06T00:00:00
12635,Mendocino,4.0,0.0,0,0,2020-04-06T00:00:00
12636,Lake,1.0,0.0,1,0,2020-04-06T00:00:00
12637,Sacramento,448.0,15.0,55,4,2020-04-06T00:00:00
12638,San Diego,1406.0,19.0,78,0,2020-04-06T00:00:00
12639,Yuba,8.0,0.0,1,0,2020-04-06T00:00:00
12640,Mariposa,0.0,0.0,0,0,2020-04-06T00:00:00
12641,Imperial,47.0,1.0,5,0,2020-04-06T00:00:00
12642,Lassen,0.0,0.0,0,0,2020-04-06T00:00:00
12643,Santa Barbara,189.0,2.0,18,1,2020-04-06T00:00:00
12644,Inyo,11.0,0.0,1,0,2020-04-06T00:00:00
12645,Colusa,1.0,0.0,0,0,2020-04-06T00:00:00
12646,Calaveras,4.0,0.0,1,0,2020-04-06T00:00:00
12647,Sutter,14.0,2.0,0,1,2020-04-06T00:00:00
12648,Orange,910.0,17.0,90,2,2020-04-06T00:00:00
12649,Glenn,2.0,0.0,0,0,2020-04-06T00:00:00
12650,Trinity,0.0,0.0,0,0,2020-04-06T00:00:00
12651,Santa Cruz,65.0,1.0,6,0,2020-04-06T00:00:00
12652,Stanislaus,72.0,0.0,21,0,2020-04-06T00:00:00
12653,Contra Costa,447.0,7.0,32,1,2020-04-06T00:00:00
12654,Alameda,475.0,12.0,7,0,2020-04-05T00:00:00
12655,Imperial,42.0,1.0,0,0,2020-04-05T00:00:00
12656,Sierra,0.0,0.0,0,0,2020-04-05T00:00:00
12657,Madera,27.0,2.0,0,0,2020-04-05T00:00:00
12658,Trinity,0.0,0.0,0,0,2020-04-05T00:00:00
12659,Riverside,669.0,17.0,17,2,2020-04-05T00:00:00
12660,Nevada,19.0,1.0,0,0,2020-04-05T00:00:00
12661,San Francisco,559.0,6.0,22,0,2020-04-05T00:00:00
12662,Glenn,2.0,0.0,0,0,2020-04-05T00:00:00
12663,Monterey,61.0,2.0,0,0,2020-04-05T00:00:00
12664,Lassen,0.0,0.0,0,0,2020-04-05T00:00:00
12665,Alpine,1.0,0.0,0,0,2020-04-05T00:00:00
12666,Santa Clara,1052.0,42.0,7,3,2020-04-05T00:00:00
12667,Amador,2.0,0.0,0,0,2020-04-05T00:00:00
12668,Mono,18.0,1.0,0,0,2020-04-05T00:00:00
12669,Siskiyou,3.0,0.0,0,0,2020-04-05T00:00:00
12670,Yolo,37.0,2.0,-3,0,2020-04-05T00:00:00
12671,Santa Barbara,171.0,1.0,4,0,2020-04-05T00:00:00
12672,Kern,109.0,2.0,6,0,2020-04-05T00:00:00
12673,Tuolumne,1.0,0.0,0,0,2020-04-05T00:00:00
12674,Sonoma,88.0,1.0,0,0,2020-04-05T00:00:00
12675,Shasta,11.0,2.0,0,0,2020-04-05T00:00:00
12676,Ventura,196.0,6.0,2,0,2020-04-05T00:00:00
12677,Merced,16.0,0.0,5,0,2020-04-05T00:00:00
12678,Del Norte,1.0,0.0,0,0,2020-04-05T00:00:00
12679,Humboldt,29.0,0.0,0,0,2020-04-05T00:00:00
12680,Unassigned,52.0,1.0,0,0,2020-04-05T00:00:00
12681,Los Angeles,5892.0,130.0,617,13,2020-04-05T00:00:00
12682,Mariposa,0.0,0.0,0,0,2020-04-05T00:00:00
12683,Inyo,10.0,0.0,0,0,2020-04-05T00:00:00
12684,Calaveras,3.0,0.0,0,0,2020-04-05T00:00:00
12685,Butte,10.0,0.0,0,0,2020-04-05T00:00:00
12686,Lake,0.0,0.0,0,0,2020-04-05T00:00:00
12687,Placer,86.0,3.0,-1,1,2020-04-05T00:00:00
12688,Solano,78.0,1.0,-1,0,2020-04-05T00:00:00
12689,San Mateo,528.0,19.0,8,2,2020-04-05T00:00:00
12690,Tulare,81.0,4.0,2,0,2020-04-05T00:00:00
12691,Modoc,0.0,0.0,0,0,2020-04-05T00:00:00
12692,Mendocino,4.0,0.0,0,0,2020-04-05T00:00:00
12693,Santa Cruz,59.0,1.0,3,0,2020-04-05T00:00:00
12694,Fresno,102.0,1.0,0,0,2020-04-05T00:00:00
12695,San Benito,22.0,1.0,0,0,2020-04-05T00:00:00
12696,Sutter,14.0,1.0,0,0,2020-04-05T00:00:00
12697,San Bernardino,375.0,13.0,2,0,2020-04-05T00:00:00
12698,Colusa,1.0,0.0,0,0,2020-04-05T00:00:00
12699,Sacramento,393.0,11.0,0,0,2020-04-05T00:00:00
12700,Napa,15.0,2.0,0,0,2020-04-05T00:00:00
12701,Contra Costa,415.0,6.0,33,1,2020-04-05T00:00:00
12702,El Dorado,19.0,0.0,0,0,2020-04-05T00:00:00
12703,San Luis Obispo,83.0,1.0,1,1,2020-04-05T00:00:00
12704,Marin,113.0,6.0,2,0,2020-04-05T00:00:00
12705,Kings,4.0,0.0,1,0,2020-04-05T00:00:00
12706,Yuba,7.0,0.0,0,0,2020-04-05T00:00:00
12707,Plumas,2.0,0.0,0,0,2020-04-05T00:00:00
12708,San Diego,1328.0,19.0,117,1,2020-04-05T00:00:00
12709,San Joaquin,179.0,10.0,8,0,2020-04-05T00:00:00
12710,Tehama,1.0,0.0,0,0,2020-04-05T00:00:00
12711,Orange,820.0,15.0,39,0,2020-04-05T00:00:00
12712,Stanislaus,51.0,0.0,0,0,2020-04-05T00:00:00
12713,Modoc,0.0,0.0,0,0,2020-04-04T00:00:00
12714,Tulare,79.0,4.0,6,1,2020-04-04T00:00:00
12715,Sierra,0.0,0.0,0,0,2020-04-04T00:00:00
12716,Mariposa,0.0,0.0,0,0,2020-04-04T00:00:00
12717,Alameda,468.0,12.0,73,1,2020-04-04T00:00:00
12718,Glenn,2.0,0.0,0,0,2020-04-04T00:00:00
12719,Mono,18.0,1.0,0,0,2020-04-04T00:00:00
12720,Kern,103.0,2.0,16,1,2020-04-04T00:00:00
12721,Kings,3.0,0.0,0,0,2020-04-04T00:00:00
12722,Lake,0.0,0.0,0,0,2020-04-04T00:00:00
12723,Humboldt,29.0,0.0,-5,0,2020-04-04T00:00:00
12724,San Diego,1211.0,18.0,97,1,2020-04-04T00:00:00
12725,Calaveras,3.0,0.0,0,0,2020-04-04T00:00:00
12726,Orange,781.0,15.0,68,2,2020-04-04T00:00:00
12727,Sonoma,88.0,1.0,4,0,2020-04-04T00:00:00
12728,Riverside,652.0,15.0,112,1,2020-04-04T00:00:00
12729,Yolo,40.0,2.0,7,1,2020-04-04T00:00:00
12730,Merced,11.0,0.0,2,0,2020-04-04T00:00:00
12731,San Mateo,520.0,17.0,46,4,2020-04-04T00:00:00
12732,El Dorado,19.0,0.0,3,0,2020-04-04T00:00:00
12733,San Joaquin,171.0,10.0,9,0,2020-04-04T00:00:00
12734,San Francisco,537.0,6.0,31,0,2020-04-04T00:00:00
12735,Alpine,1.0,0.0,0,0,2020-04-04T00:00:00
12736,Siskiyou,3.0,0.0,0,0,2020-04-04T00:00:00
12737,Unassigned,52.0,1.0,-2,0,2020-04-04T00:00:00
12738,Ventura,194.0,6.0,8,0,2020-04-04T00:00:00
12739,Lassen,0.0,0.0,0,0,2020-04-04T00:00:00
12740,Mendocino,4.0,0.0,0,0,2020-04-04T00:00:00
12741,San Benito,22.0,1.0,0,0,2020-04-04T00:00:00
12742,Sacramento,393.0,11.0,30,0,2020-04-04T00:00:00
12743,Yuba,7.0,0.0,1,0,2020-04-04T00:00:00
12744,Placer,87.0,2.0,11,0,2020-04-04T00:00:00
12745,Imperial,42.0,1.0,7,1,2020-04-04T00:00:00
12746,Santa Barbara,167.0,1.0,13,0,2020-04-04T00:00:00
12747,Inyo,10.0,0.0,0,0,2020-04-04T00:00:00
12748,Sutter,14.0,1.0,2,0,2020-04-04T00:00:00
12749,Colusa,1.0,0.0,0,0,2020-04-04T00:00:00
12750,Contra Costa,382.0,5.0,55,0,2020-04-04T00:00:00
12751,Trinity,0.0,0.0,0,0,2020-04-04T00:00:00
12752,Santa Clara,1045.0,39.0,62,0,2020-04-04T00:00:00
12753,Stanislaus,51.0,0.0,3,0,2020-04-04T00:00:00
12754,Marin,111.0,6.0,5,0,2020-04-04T00:00:00
12755,Madera,27.0,2.0,-1,0,2020-04-04T00:00:00
12756,Nevada,19.0,1.0,0,0,2020-04-04T00:00:00
12757,Monterey,61.0,2.0,3,0,2020-04-04T00:00:00
12758,Amador,2.0,0.0,0,0,2020-04-04T00:00:00
12759,Shasta,11.0,2.0,1,1,2020-04-04T00:00:00
12760,Santa Cruz,56.0,1.0,4,0,2020-04-04T00:00:00
12761,Tuolumne,1.0,0.0,0,0,2020-04-04T00:00:00
12762,Del Norte,1.0,0.0,0,0,2020-04-04T00:00:00
12763,Los Angeles,5275.0,117.0,709,26,2020-04-04T00:00:00
12764,Butte,10.0,0.0,2,0,2020-04-04T00:00:00
12765,Solano,79.0,1.0,7,0,2020-04-04T00:00:00
12766,Fresno,102.0,1.0,4,0,2020-04-04T00:00:00
12767,San Bernardino,373.0,13.0,17,2,2020-04-04T00:00:00
12768,San Luis Obispo,82.0,0.0,0,0,2020-04-04T00:00:00
12769,Napa,15.0,2.0,2,1,2020-04-04T00:00:00
12770,Plumas,2.0,0.0,0,0,2020-04-04T00:00:00
12771,Tehama,1.0,0.0,0,0,2020-04-04T00:00:00
12772,Lassen,0.0,0.0,0,0,2020-04-03T00:00:00
12773,Humboldt,34.0,0.0,11,0,2020-04-03T00:00:00
12774,San Diego,1114.0,17.0,146,1,2020-04-03T00:00:00
12775,Mendocino,4.0,0.0,0,0,2020-04-03T00:00:00
12776,Sutter,12.0,1.0,2,0,2020-04-03T00:00:00
12777,Stanislaus,48.0,0.0,8,0,2020-04-03T00:00:00
12778,Santa Cruz,52.0,1.0,3,0,2020-04-03T00:00:00
12779,San Luis Obispo,82.0,0.0,3,0,2020-04-03T00:00:00
12780,Mariposa,0.0,0.0,0,0,2020-04-03T00:00:00
12781,Sierra,0.0,0.0,0,0,2020-04-03T00:00:00
12782,Tulare,73.0,3.0,9,2,2020-04-03T00:00:00
12783,Tehama,1.0,0.0,0,0,2020-04-03T00:00:00
12784,Plumas,2.0,0.0,1,0,2020-04-03T00:00:00
12785,Napa,13.0,1.0,0,1,2020-04-03T00:00:00
12786,San Bernardino,356.0,11.0,21,3,2020-04-03T00:00:00
12787,Fresno,98.0,1.0,6,1,2020-04-03T00:00:00
12788,Modoc,0.0,0.0,0,0,2020-04-03T00:00:00
12789,Solano,72.0,1.0,7,1,2020-04-03T00:00:00
12790,Santa Clara,983.0,39.0,75,1,2020-04-03T00:00:00
12791,Butte,8.0,0.0,1,0,2020-04-03T00:00:00
12792,Los Angeles,4566.0,91.0,526,12,2020-04-03T00:00:00
12793,Del Norte,1.0,0.0,1,0,2020-04-03T00:00:00
12794,Tuolumne,1.0,0.0,0,0,2020-04-03T00:00:00
12795,Shasta,10.0,1.0,3,0,2020-04-03T00:00:00
12796,Amador,2.0,0.0,0,0,2020-04-03T00:00:00
12797,Monterey,58.0,2.0,8,0,2020-04-03T00:00:00
12798,Nevada,19.0,1.0,2,1,2020-04-03T00:00:00
12799,Madera,28.0,2.0,3,1,2020-04-03T00:00:00
12800,Trinity,0.0,0.0,0,0,2020-04-03T00:00:00
12801,Colusa,1.0,0.0,0,0,2020-04-03T00:00:00
12802,Contra Costa,327.0,5.0,30,2,2020-04-03T00:00:00
12803,Inyo,10.0,0.0,2,0,2020-04-03T00:00:00
12804,Marin,106.0,6.0,4,5,2020-04-03T00:00:00
12805,Santa Barbara,154.0,1.0,29,0,2020-04-03T00:00:00
12806,Imperial,35.0,0.0,11,0,2020-04-03T00:00:00
12807,Yuba,6.0,0.0,1,0,2020-04-03T00:00:00
12808,Ventura,186.0,6.0,8,1,2020-04-03T00:00:00
12809,Sacramento,363.0,11.0,41,2,2020-04-03T00:00:00
12810,San Benito,22.0,1.0,4,0,2020-04-03T00:00:00
12811,Unassigned,54.0,1.0,5,0,2020-04-03T00:00:00
12812,Siskiyou,3.0,0.0,0,0,2020-04-03T00:00:00
12813,Alpine,1.0,0.0,0,0,2020-04-03T00:00:00
12814,San Francisco,506.0,6.0,33,0,2020-04-03T00:00:00
12815,San Joaquin,162.0,10.0,14,1,2020-04-03T00:00:00
12816,El Dorado,16.0,0.0,0,0,2020-04-03T00:00:00
12817,Merced,9.0,0.0,0,0,2020-04-03T00:00:00
12818,San Mateo,474.0,13.0,51,0,2020-04-03T00:00:00
12819,Yolo,33.0,1.0,4,0,2020-04-03T00:00:00
12820,Riverside,540.0,14.0,102,1,2020-04-03T00:00:00
12821,Sonoma,84.0,1.0,8,0,2020-04-03T00:00:00
12822,Orange,713.0,13.0,73,1,2020-04-03T00:00:00
12823,Calaveras,3.0,0.0,0,0,2020-04-03T00:00:00
12824,Mono,18.0,1.0,2,0,2020-04-03T00:00:00
12825,Lake,0.0,0.0,0,0,2020-04-03T00:00:00
12826,Kings,3.0,0.0,0,0,2020-04-03T00:00:00
12827,Kern,87.0,1.0,13,1,2020-04-03T00:00:00
12828,Glenn,2.0,0.0,0,0,2020-04-03T00:00:00
12829,Alameda,395.0,11.0,50,1,2020-04-03T00:00:00
12830,Placer,76.0,2.0,4,0,2020-04-03T00:00:00
12831,Lake,0.0,0.0,0,0,2020-04-02T00:00:00
12832,Tulare,64.0,1.0,21,0,2020-04-02T00:00:00
12833,Stanislaus,40.0,0.0,11,0,2020-04-02T00:00:00
12834,Nevada,17.0,0.0,2,0,2020-04-02T00:00:00
12835,Alpine,1.0,0.0,0,0,2020-04-02T00:00:00
12836,Solano,65.0,0.0,8,0,2020-04-02T00:00:00
12837,Mono,16.0,1.0,4,0,2020-04-02T00:00:00
12838,Sierra,0.0,0.0,0,0,2020-04-02T00:00:00
12839,Humboldt,23.0,0.0,4,0,2020-04-02T00:00:00
12840,San Luis Obispo,79.0,0.0,10,0,2020-04-02T00:00:00
12841,Sacramento,322.0,9.0,23,1,2020-04-02T00:00:00
12842,San Benito,18.0,1.0,4,0,2020-04-02T00:00:00
12843,Trinity,0.0,0.0,0,0,2020-04-02T00:00:00
12844,Siskiyou,3.0,0.0,0,0,2020-04-02T00:00:00
12845,Tehama,1.0,0.0,1,0,2020-04-02T00:00:00
12846,Alameda,345.0,10.0,58,2,2020-04-02T00:00:00
12847,Mendocino,4.0,0.0,0,0,2020-04-02T00:00:00
12848,Kern,74.0,0.0,21,0,2020-04-02T00:00:00
12849,Fresno,92.0,0.0,17,0,2020-04-02T00:00:00
12850,Unassigned,49.0,1.0,-1,0,2020-04-02T00:00:00
12851,Madera,25.0,1.0,8,0,2020-04-02T00:00:00
12852,Tuolumne,1.0,0.0,0,0,2020-04-02T00:00:00
12853,Santa Cruz,49.0,1.0,5,0,2020-04-02T00:00:00
12854,Colusa,1.0,0.0,0,0,2020-04-02T00:00:00
12855,Riverside,438.0,13.0,132,2,2020-04-02T00:00:00
12856,Merced,9.0,0.0,2,0,2020-04-02T00:00:00
12857,Contra Costa,297.0,3.0,30,0,2020-04-02T00:00:00
12858,Kings,3.0,0.0,0,0,2020-04-02T00:00:00
12859,Orange,640.0,12.0,61,1,2020-04-02T00:00:00
12860,San Bernardino,335.0,8.0,90,3,2020-04-02T00:00:00
12861,Del Norte,0.0,0.0,0,0,2020-04-02T00:00:00
12862,Lassen,0.0,0.0,0,0,2020-04-02T00:00:00
12863,El Dorado,16.0,0.0,2,0,2020-04-02T00:00:00
12864,Amador,2.0,0.0,1,0,2020-04-02T00:00:00
12865,Inyo,8.0,0.0,0,0,2020-04-02T00:00:00
12866,San Mateo,423.0,13.0,69,0,2020-04-02T00:00:00
12867,Marin,102.0,1.0,15,0,2020-04-02T00:00:00
12868,Los Angeles,4040.0,79.0,538,13,2020-04-02T00:00:00
12869,San Joaquin,148.0,9.0,16,1,2020-04-02T00:00:00
12870,Glenn,2.0,0.0,0,0,2020-04-02T00:00:00
12871,Yolo,29.0,1.0,7,0,2020-04-02T00:00:00
12872,Santa Barbara,125.0,1.0,22,1,2020-04-02T00:00:00
12873,Napa,13.0,0.0,2,0,2020-04-02T00:00:00
12874,Mariposa,0.0,0.0,0,0,2020-04-02T00:00:00
12875,Shasta,7.0,1.0,2,0,2020-04-02T00:00:00
12876,Sonoma,76.0,1.0,16,0,2020-04-02T00:00:00
12877,Ventura,178.0,5.0,24,0,2020-04-02T00:00:00
12878,Plumas,1.0,0.0,0,0,2020-04-02T00:00:00
12879,Imperial,24.0,0.0,-1,0,2020-04-02T00:00:00
12880,Santa Clara,908.0,38.0,103,5,2020-04-02T00:00:00
12881,San Diego,968.0,16.0,117,5,2020-04-02T00:00:00
12882,San Francisco,473.0,6.0,41,0,2020-04-02T00:00:00
12883,Monterey,50.0,2.0,3,0,2020-04-02T00:00:00
12884,Yuba,5.0,0.0,0,0,2020-04-02T00:00:00
12885,Butte,7.0,0.0,1,0,2020-04-02T00:00:00
12886,Sutter,10.0,1.0,1,0,2020-04-02T00:00:00
12887,Calaveras,3.0,0.0,0,0,2020-04-02T00:00:00
12888,Placer,72.0,2.0,20,0,2020-04-02T00:00:00
12889,Nevada,15.0,0.0,0,0,2020-04-01T00:00:00
12890,Lassen,0.0,0.0,0,0,2020-04-01T00:00:00
12891,Amador,1.0,0.0,0,0,2020-04-01T00:00:00
12892,Ventura,154.0,5.0,11,1,2020-04-01T00:00:00
12893,Glenn,2.0,0.0,0,0,2020-04-01T00:00:00
12894,Monterey,47.0,2.0,4,0,2020-04-01T00:00:00
12895,Merced,7.0,0.0,1,0,2020-04-01T00:00:00
12896,Riverside,306.0,11.0,22,3,2020-04-01T00:00:00
12897,Alameda,287.0,8.0,18,1,2020-04-01T00:00:00
12898,El Dorado,14.0,0.0,0,0,2020-04-01T00:00:00
12899,San Joaquin,132.0,8.0,10,1,2020-04-01T00:00:00
12900,Orange,579.0,11.0,73,4,2020-04-01T00:00:00
12901,Sonoma,60.0,1.0,2,0,2020-04-01T00:00:00
12902,San Diego,851.0,11.0,115,2,2020-04-01T00:00:00
12903,San Francisco,432.0,6.0,28,1,2020-04-01T00:00:00
12904,San Bernardino,245.0,5.0,52,0,2020-04-01T00:00:00
12905,Alpine,1.0,0.0,0,0,2020-04-01T00:00:00
12906,Calaveras,3.0,0.0,0,0,2020-04-01T00:00:00
12907,Siskiyou,3.0,0.0,0,0,2020-04-01T00:00:00
12908,Fresno,75.0,0.0,16,0,2020-04-01T00:00:00
12909,Unassigned,50.0,1.0,0,0,2020-04-01T00:00:00
12910,Mendocino,4.0,0.0,0,0,2020-04-01T00:00:00
12911,Santa Clara,805.0,33.0,28,3,2020-04-01T00:00:00
12912,San Luis Obispo,69.0,0.0,2,0,2020-04-01T00:00:00
12913,San Mateo,354.0,13.0,57,1,2020-04-01T00:00:00
12914,Tehama,0.0,0.0,0,0,2020-04-01T00:00:00
12915,Sierra,0.0,0.0,0,0,2020-04-01T00:00:00
12916,San Benito,14.0,1.0,0,0,2020-04-01T00:00:00
12917,Placer,52.0,2.0,3,0,2020-04-01T00:00:00
12918,Sacramento,299.0,8.0,28,0,2020-04-01T00:00:00
12919,Solano,57.0,0.0,1,0,2020-04-01T00:00:00
12920,Lake,0.0,0.0,0,0,2020-04-01T00:00:00
12921,Tulare,43.0,1.0,1,0,2020-04-01T00:00:00
12922,Plumas,1.0,0.0,1,0,2020-04-01T00:00:00
12923,Sutter,9.0,1.0,1,1,2020-04-01T00:00:00
12924,Butte,6.0,0.0,0,0,2020-04-01T00:00:00
12925,Yolo,22.0,1.0,1,0,2020-04-01T00:00:00
12926,Yuba,5.0,0.0,0,0,2020-04-01T00:00:00
